Sentence #,Word,Tag
Sentence: 1,Title,O
Sentence: 1,),O
Sentence: 1,ADAM,B-PARTY
Sentence: 1,D.,I-PARTY
Sentence: 1,PORTNOY,I-PARTY
Sentence: 1,/s/,O
Sentence: 1,Adam,O
Sentence: 1,D.,O
Sentence: 1,Portnoy,O
Sentence: 1,(,O
Sentence: 1,Signature,O
Sentence: 1,),O
Sentence: 1,10,O
Sentence: 2,[,O
Sentence: 2,LOGO,O
Sentence: 2,],O
Sentence: 2,AMENDMENT,B-DOC_NAME
Sentence: 2,TO,I-DOC_NAME
Sentence: 2,SECTION,I-DOC_NAME
Sentence: 2,2,I-DOC_NAME
Sentence: 2,",",I-DOC_NAME
Sentence: 2,PART,I-DOC_NAME
Sentence: 2,B,I-DOC_NAME
Sentence: 2,OF,I-DOC_NAME
Sentence: 2,THE,I-DOC_NAME
Sentence: 2,CO,I-DOC_NAME
Sentence: 2,-,I-DOC_NAME
Sentence: 2,BRANDING,I-DOC_NAME
Sentence: 2,AGREEMENT,I-DOC_NAME
Sentence: 2,This,O
Sentence: 2,amendment,O
Sentence: 2,to,O
Sentence: 2,Section,O
Sentence: 2,2,O
Sentence: 2,(,O
Sentence: 2,titled,O
Sentence: 2,',O
Sentence: 2,Term,O
Sentence: 2,',O
Sentence: 2,),O
Sentence: 2,",",O
Sentence: 2,Part,O
Sentence: 2,B,O
Sentence: 2,of,O
Sentence: 2,the,O
Sentence: 2,Co,O
Sentence: 2,-,O
Sentence: 2,Branding,O
Sentence: 2,Agreement,O
Sentence: 2,is,O
Sentence: 2,made,O
Sentence: 2,effective,O
Sentence: 2,December,B-AGMT_DATE
Sentence: 2,9,I-AGMT_DATE
Sentence: 2,",",I-AGMT_DATE
Sentence: 2,1996,I-AGMT_DATE
Sentence: 2,by,O
Sentence: 2,and,O
Sentence: 2,between,O
Sentence: 2,PC,B-PARTY
Sentence: 2,Quote,I-PARTY
Sentence: 2,",",I-PARTY
Sentence: 2,Inc.,I-PARTY
Sentence: 2,(,O
Sentence: 2,hereinafter,O
Sentence: 2,referred,O
Sentence: 2,to,O
Sentence: 2,as,O
Sentence: 2,',O
Sentence: 2,PCQ,O
Sentence: 2,',O
Sentence: 2,),O
Sentence: 2,and,O
Sentence: 2,A.B.,B-PARTY
Sentence: 2,Watley,I-PARTY
Sentence: 2,",",I-PARTY
Sentence: 2,Inc.,I-PARTY
Sentence: 2,(,O
Sentence: 2,hereinafter,O
Sentence: 2,referred,O
Sentence: 2,to,O
Sentence: 2,as,O
Sentence: 2,',O
Sentence: 2,ABW,O
Sentence: 2,',O
Sentence: 2,),O
Sentence: 2,",",O
Sentence: 2,who,O
Sentence: 2,are,O
Sentence: 2,also,O
Sentence: 2,the,O
Sentence: 2,parties,O
Sentence: 2,contracted,O
Sentence: 2,in,O
Sentence: 2,the,O
Sentence: 2,aforementioned,O
Sentence: 2,Co,O
Sentence: 2,-,O
Sentence: 2,Branding,O
Sentence: 2,Agreement,O
Sentence: 2,.,O
Sentence: 2,This,O
Sentence: 2,Amendment,O
Sentence: 2,shall,O
Sentence: 2,apply,O
Sentence: 2,to,O
Sentence: 2,said,O
Sentence: 2,PCQ,O
Sentence: 2,and,O
Sentence: 2,ABW,O
Sentence: 2,and,O
Sentence: 2,all,O
Sentence: 2,of,O
Sentence: 2,their,O
Sentence: 2,subsidiaries,O
Sentence: 2,and,O
Sentence: 2,related,O
Sentence: 2,companies,O
Sentence: 2,.,O
Sentence: 2,[,O
Sentence: 2,*,O
Sentence: 2,],O
Sentence: 2,Source,O
Sentence: 2,:,O
Sentence: 2,PCQUOTE,O
Sentence: 2,COM,O
Sentence: 2,INC,O
Sentence: 2,",",O
Sentence: 2,S-1,O
Sentence: 2,/,O
Sentence: 2,A,O
Sentence: 2,",",O
Sentence: 2,7/21/1999,O
Sentence: 2,AGREED,O
Sentence: 2,TO,O
Sentence: 2,BY,O
Sentence: 2,:,O
Sentence: 2,/s/,O
Sentence: 2,Steven,O
Sentence: 2,Malin,O
Sentence: 2,/s/,O
Sentence: 2,Howard,O
Sentence: 2,Meltzer,O
Sentence: 2,-,O
Sentence: 2,A.B.,O
Sentence: 2,Watley,O
Sentence: 2,",",O
Sentence: 2,Inc.,O
Sentence: 2,PC,O
Sentence: 2,Quote,O
Sentence: 2,",",O
Sentence: 2,Inc.,O
Sentence: 2,Mr.,O
Sentence: 2,Steven,O
Sentence: 2,Malin,O
Sentence: 2,Mr.,O
Sentence: 2,Howard,O
Sentence: 2,Meltzer,O
Sentence: 2,Director,O
Sentence: 2,President,O
Sentence: 2,Date,O
Sentence: 2,:,O
Sentence: 2,12/5/96,O
Sentence: 2,Date,O
Sentence: 2,:,O
Sentence: 2,12/12/96,O
Sentence: 2,Source,O
Sentence: 2,:,O
Sentence: 2,PCQUOTE,O
Sentence: 2,COM,O
Sentence: 2,INC,O
Sentence: 2,",",O
Sentence: 2,S-1,O
Sentence: 2,/,O
Sentence: 2,A,O
Sentence: 2,",",O
Sentence: 2,7/21/1999,O
Sentence: 3,Exhibit,O
Sentence: 3,10.1,O
Sentence: 3,ENDORSEMENT,B-DOC_NAME
Sentence: 3,AGREEMENT,I-DOC_NAME
Sentence: 3,THIS,O
Sentence: 3,ENDORSEMENT,B-DOC_NAME
Sentence: 3,AGREEMENT,I-DOC_NAME
Sentence: 3,(,O
Sentence: 3,“,O
Sentence: 3,Agreement,O
Sentence: 3,”,O
Sentence: 3,),O
Sentence: 3,is,O
Sentence: 3,made,O
Sentence: 3,and,O
Sentence: 3,entered,O
Sentence: 3,into,O
Sentence: 3,effective,O
Sentence: 3,March,B-AGMT_DATE
Sentence: 3,15,I-AGMT_DATE
Sentence: 3,",",I-AGMT_DATE
Sentence: 3,2019,I-AGMT_DATE
Sentence: 3,(,O
Sentence: 3,the,O
Sentence: 3,“,O
Sentence: 3,Effective,O
Sentence: 3,Date,O
Sentence: 3,”,O
Sentence: 3,),O
Sentence: 3,by,O
Sentence: 3,and,O
Sentence: 3,among,O
Sentence: 3,",",O
Sentence: 3,on,O
Sentence: 3,the,O
Sentence: 3,one,O
Sentence: 3,hand,O
Sentence: 3,",",O
Sentence: 3,ABG,B-PARTY
Sentence: 3,-,I-PARTY
Sentence: 3,Shaq,I-PARTY
Sentence: 3,",",I-PARTY
Sentence: 3,LLC,I-PARTY
Sentence: 3,",",O
Sentence: 3,a,O
Sentence: 3,Delaware,O
Sentence: 3,limited,O
Sentence: 3,liability,O
Sentence: 3,company,O
Sentence: 3,(,O
Sentence: 3,“,O
Sentence: 3,ABG,O
Sentence: 3,”,O
Sentence: 3,),O
Sentence: 3,for,O
Sentence: 3,the,O
Sentence: 3,personal,O
Sentence: 3,services,O
Sentence: 3,of,O
Sentence: 3,Shaquille,O
Sentence: 3,O’Neal,O
Sentence: 3,",",O
Sentence: 3,(,O
Sentence: 3,“,O
Sentence: 3,CELEBRITY,O
Sentence: 3,”,O
Sentence: 3,),O
Sentence: 3,",",O
Sentence: 3,and,O
Sentence: 3,",",O
Sentence: 3,on,O
Sentence: 3,the,O
Sentence: 3,other,O
Sentence: 3,hand,O
Sentence: 3,",",O
Sentence: 3,Papa,B-PARTY
Sentence: 3,John,I-PARTY
Sentence: 3,’s,I-PARTY
Sentence: 3,Marketing,I-PARTY
Sentence: 3,Fund,I-PARTY
Sentence: 3,",",I-PARTY
Sentence: 3,Inc.,I-PARTY
Sentence: 3,",",O
Sentence: 3,a,O
Sentence: 3,Kentucky,O
Sentence: 3,corporation,O
Sentence: 3,(,O
Sentence: 3,“,O
Sentence: 3,PJMF,O
Sentence: 3,”,O
Sentence: 3,),O
Sentence: 3,",",O
Sentence: 3,and,O
Sentence: 3,Papa,B-PARTY
Sentence: 3,John,I-PARTY
Sentence: 3,’s,I-PARTY
Sentence: 3,International,I-PARTY
Sentence: 3,",",I-PARTY
Sentence: 3,Inc.,I-PARTY
Sentence: 3,(,O
Sentence: 3,“,O
Sentence: 3,PJI,O
Sentence: 3,”,O
Sentence: 3,),O
Sentence: 3,(,O
Sentence: 3,PJMF,O
Sentence: 3,and,O
Sentence: 3,PJI,O
Sentence: 3,are,O
Sentence: 3,",",O
Sentence: 3,individually,O
Sentence: 3,and,O
Sentence: 3,collectively,O
Sentence: 3,",",O
Sentence: 3,“,O
Sentence: 3,PAPA,O
Sentence: 3,JOHN,O
Sentence: 3,’S,O
Sentence: 3,”,O
Sentence: 3,),O
Sentence: 3,.,O
Sentence: 3,ABG,O
Sentence: 3,and,O
Sentence: 3,PAPA,O
Sentence: 3,JOHN,O
Sentence: 3,’S,O
Sentence: 3,may,O
Sentence: 3,hereinafter,O
Sentence: 3,be,O
Sentence: 3,referred,O
Sentence: 3,to,O
Sentence: 3,individually,O
Sentence: 3,as,O
Sentence: 3,a,O
Sentence: 3,“,O
Sentence: 3,Party,O
Sentence: 3,”,O
Sentence: 3,or,O
Sentence: 3,collectively,O
Sentence: 3,as,O
Sentence: 3,the,O
Sentence: 3,“,O
Sentence: 3,Parties,O
Sentence: 3,”,O
Sentence: 3,.,O
Sentence: 3,WITNESSETH,O
Sentence: 3,:,O
Sentence: 3,WHEREAS,O
Sentence: 3,",",O
Sentence: 3,CELEBRITY,O
Sentence: 3,is,O
Sentence: 3,recognized,O
Sentence: 3,and,O
Sentence: 3,known,O
Sentence: 3,for,O
Sentence: 3,his,O
Sentence: 3,skills,O
Sentence: 3,as,O
Sentence: 3,an,O
Sentence: 3,athlete,O
Sentence: 3,",",O
Sentence: 3,sports,O
Sentence: 3,analyst,O
Sentence: 3,",",O
Sentence: 3,and,O
Sentence: 3,celebrity,O
Sentence: 3,personality;,O
Sentence: 3,WHEREAS,O
Sentence: 3,",",O
Sentence: 3,ABG,O
Sentence: 3,",",O
Sentence: 3,as,O
Sentence: 3,successor,O
Sentence: 3,in,O
Sentence: 3,interest,O
Sentence: 3,to,O
Sentence: 3,CELEBRITY,O
Sentence: 3,",",O
Sentence: 3,is,O
Sentence: 3,the,O
Sentence: 3,exclusive,O
Sentence: 3,rights,O
Sentence: 3,holder,O
Sentence: 3,throughout,O
Sentence: 3,the,O
Sentence: 3,world,O
Sentence: 3,of,O
Sentence: 3,certain,O
Sentence: 3,rights,O
Sentence: 3,to,O
Sentence: 3,CELEBRITY,O
Sentence: 3,’S,O
Sentence: 3,name,O
Sentence: 3,",",O
Sentence: 3,image,O
Sentence: 3,",",O
Sentence: 3,and,O
Sentence: 3,services,O
Sentence: 3,",",O
Sentence: 3,and,O
Sentence: 3,has,O
Sentence: 3,the,O
Sentence: 3,authority,O
Sentence: 3,to,O
Sentence: 3,exploit,O
Sentence: 3,such,O
Sentence: 3,rights;,O
Sentence: 3,WHEREAS,O
Sentence: 3,",",O
Sentence: 3,PJMF,O
Sentence: 3,is,O
Sentence: 3,a,O
Sentence: 3,corporation,O
Sentence: 3,that,O
Sentence: 3,pays,O
Sentence: 3,for,O
Sentence: 3,th,O
Sentence: 4,CONFIDENTIAL,O
Sentence: 4,PORTIONS,O
Sentence: 4,OMITTED,O
Sentence: 4,EXHIBIT,O
Sentence: 4,10.16,O
Sentence: 4,[,O
Sentence: 4,LOGO,O
Sentence: 4,OF,O
Sentence: 4,TEAM,O
Sentence: 4,SABCO,O
Sentence: 4,APPEARS,O
Sentence: 4,HERE,O
Sentence: 4,],O
Sentence: 4,SPONSORSHIP,B-DOC_NAME
Sentence: 4,AGREEMENT,I-DOC_NAME
Sentence: 4,THIS,O
Sentence: 4,SPONSORSHIP,B-DOC_NAME
Sentence: 4,AGREEMENT,I-DOC_NAME
Sentence: 4,(,O
Sentence: 4,hereinafter,O
Sentence: 4,the,O
Sentence: 4,',O
Sentence: 4,Agreement,O
Sentence: 4,),O
Sentence: 4,is,O
Sentence: 4,made,O
Sentence: 4,and,O
Sentence: 4,entered,O
Sentence: 4,into,O
Sentence: 4,this,O
Sentence: 4,19th,B-AGMT_DATE
Sentence: 4,day,I-AGMT_DATE
Sentence: 4,of,I-AGMT_DATE
Sentence: 4,December,I-AGMT_DATE
Sentence: 4,1997,I-AGMT_DATE
Sentence: 4,",",O
Sentence: 4,by,O
Sentence: 4,and,O
Sentence: 4,between,O
Sentence: 4,SABCO,B-PARTY
Sentence: 4,RACING,I-PARTY
Sentence: 4,",",I-PARTY
Sentence: 4,INC,I-PARTY
Sentence: 4,.,I-PARTY
Sentence: 4,",",O
Sentence: 4,a,O
Sentence: 4,North,O
Sentence: 4,Carolina,O
Sentence: 4,corporation,O
Sentence: 4,with,O
Sentence: 4,a,O
Sentence: 4,place,O
Sentence: 4,of,O
Sentence: 4,business,O
Sentence: 4,in,O
Sentence: 4,Iredell,O
Sentence: 4,County,O
Sentence: 4,",",O
Sentence: 4,North,O
Sentence: 4,Carolina,O
Sentence: 4,(,O
Sentence: 4,hereinafter,O
Sentence: 4,Sabco,O
Sentence: 4,),O
Sentence: 4,",",O
Sentence: 4,and,O
Sentence: 4,Prolong,B-PARTY
Sentence: 4,Super,I-PARTY
Sentence: 4,Lubricants,I-PARTY
Sentence: 4,",",O
Sentence: 4,Anaheim,O
Sentence: 4,",",O
Sentence: 4,Calif.,O
Sentence: 4,(,O
Sentence: 4,Hereinafter,O
Sentence: 4,to,O
Sentence: 4,be,O
Sentence: 4,referred,O
Sentence: 4,to,O
Sentence: 4,as,O
Sentence: 4,',O
Sentence: 4,Prolong');,O
Sentence: 4,WITNESSETH,O
Sentence: 4,:,O
Sentence: 4,WHEREAS,O
Sentence: 4,",",O
Sentence: 4,Sabco,O
Sentence: 4,is,O
Sentence: 4,engaged,O
Sentence: 4,in,O
Sentence: 4,the,O
Sentence: 4,business,O
Sentence: 4,of,O
Sentence: 4,operating,O
Sentence: 4,NASCAR,O
Sentence: 4,Winston,O
Sentence: 4,Cup,O
Sentence: 4,Series,O
Sentence: 4,race,O
Sentence: 4,cars,O
Sentence: 4,and,O
Sentence: 4,wishes,O
Sentence: 4,to,O
Sentence: 4,provide,O
Sentence: 4,advertising,O
Sentence: 4,space,O
Sentence: 4,and,O
Sentence: 4,advertising,O
Sentence: 4,",",O
Sentence: 4,promotional,O
Sentence: 4,and,O
Sentence: 4,marketing,O
Sentence: 4,assistance,O
Sentence: 4,to,O
Sentence: 4,Prolong;,O
Sentence: 4,and,O
Sentence: 4,WHEREAS,O
Sentence: 4,",",O
Sentence: 4,Prolong,O
Sentence: 4,desires,O
Sentence: 4,to,O
Sentence: 4,become,O
Sentence: 4,a,O
Sentence: 4,major,O
Sentence: 4,associate,O
Sentence: 4,sponsor,O
Sentence: 4,of,O
Sentence: 4,all,O
Sentence: 4,three,O
Sentence: 4,Sabco,O
Sentence: 4,entries,O
Sentence: 4,during,O
Sentence: 4,the,O
Sentence: 4,1998,O
Sentence: 4,",",O
Sentence: 4,1999,O
Sentence: 4,and,O
Sentence: 4,year-2000,O
Sentence: 4,NASCAR,O
Sentence: 4,Winston,O
Sentence: 4,Cup,O
Sentence: 4,Series,O
Sentence: 4,racing,O
Sentence: 4,seasons,O
Sentence: 4,.,O
Sentence: 4,These,O
Sentence: 4,entries,O
Sentence: 4,shall,O
Sentence: 4,mean,O
Sentence: 4,the,O
Sentence: 4,Sabco,O
Sentence: 4,No,O
Sentence: 4,.,O
Sentence: 4,40,O
Sentence: 4,",",O
Sentence: 4,all,O
Sentence: 4,NASCAR,O
Sentence: 4,Winston,O
Sentence: 4,Cup,O
Sentence: 4,Series,O
Sentence: 4,races,O
Sentence: 4,during,O
Sentence: 4,this,O
Sentence: 4,three,O
Sentence: 4,-,O
Sentence: 4,year,O
Sentence: 4,period;,O
Sentence: 4,the,O
Sentence: 4,Sabco,O
Sentence: 4,No,O
Sentence: 4,.,O
Sentence: 4,42,O
Sentence: 4,",",O
Sentence: 4,all,O
Sentence: 4,NASCAR,O
Sentence: 4,Winston,O
Sentence: 4,Cup,O
Sentence: 4,Series,O
Sentence: 4,races,O
Sentence: 4,during,O
Sentence: 4,t,O
Sentence: 5,Exhibit,O
Sentence: 5,4.5,O
Sentence: 5,SUPPLY,B-DOC_NAME
Sentence: 5,AGREEMENT,I-DOC_NAME
Sentence: 5,between,O
Sentence: 5,PROFOUND,B-PARTY
Sentence: 5,MEDICAL,I-PARTY
Sentence: 5,INC,I-PARTY
Sentence: 5,.,I-PARTY
Sentence: 5,and,O
Sentence: 5,PHILIPS,B-PARTY
Sentence: 5,MEDICAL,I-PARTY
Sentence: 5,SYSTEMS,I-PARTY
Sentence: 5,NEDERLAND,I-PARTY
Sentence: 5,B.V.,I-PARTY
Sentence: 5,THIS,O
Sentence: 5,AGREEMENT,O
Sentence: 5,is,O
Sentence: 5,made,O
Sentence: 5,July,B-AGMT_DATE
Sentence: 5,31,I-AGMT_DATE
Sentence: 5,",",I-AGMT_DATE
Sentence: 5,2017,I-AGMT_DATE
Sentence: 5,BETWEEN,O
Sentence: 5,:,O
Sentence: 5,PROFOUND,B-PARTY
Sentence: 5,MEDICAL,I-PARTY
Sentence: 5,INC,I-PARTY
Sentence: 5,.,I-PARTY
Sentence: 5,",",O
Sentence: 5,a,O
Sentence: 5,company,O
Sentence: 5,incorporated,O
Sentence: 5,under,O
Sentence: 5,the,O
Sentence: 5,laws,O
Sentence: 5,of,O
Sentence: 5,the,O
Sentence: 5,province,O
Sentence: 5,of,O
Sentence: 5,Ontario,O
Sentence: 5,and,O
Sentence: 5,having,O
Sentence: 5,its,O
Sentence: 5,registered,O
Sentence: 5,address,O
Sentence: 5,at,O
Sentence: 5,2400,O
Sentence: 5,Skymark,O
Sentence: 5,",",O
Sentence: 5,Unit,O
Sentence: 5,6,O
Sentence: 5,",",O
Sentence: 5,Mississauga,O
Sentence: 5,",",O
Sentence: 5,Ontario,O
Sentence: 5,L4W,O
Sentence: 5,5K5,O
Sentence: 5,",",O
Sentence: 5,Canada,O
Sentence: 5,(,O
Sentence: 5,hereinafter,O
Sentence: 5,referred,O
Sentence: 5,to,O
Sentence: 5,as,O
Sentence: 5,“,O
Sentence: 5,Customer,O
Sentence: 5,”,O
Sentence: 5,),O
Sentence: 5,-,O
Sentence: 5,and,O
Sentence: 5,-,O
Sentence: 5,PHILIPS,B-PARTY
Sentence: 5,MEDICAL,I-PARTY
Sentence: 5,SYSTEMS,I-PARTY
Sentence: 5,NEDERLAND,I-PARTY
Sentence: 5,B.V.,I-PARTY
Sentence: 5,",",O
Sentence: 5,a,O
Sentence: 5,company,O
Sentence: 5,incorporated,O
Sentence: 5,under,O
Sentence: 5,the,O
Sentence: 5,laws,O
Sentence: 5,of,O
Sentence: 5,the,O
Sentence: 5,Netherlands,O
Sentence: 5,with,O
Sentence: 5,its,O
Sentence: 5,principal,O
Sentence: 5,place,O
Sentence: 5,of,O
Sentence: 5,business,O
Sentence: 5,at,O
Sentence: 5,Veenpluis,O
Sentence: 5,4,O
Sentence: 5,-,O
Sentence: 5,6,O
Sentence: 5,5684,O
Sentence: 5,PC,O
Sentence: 5,Best,O
Sentence: 5,",",O
Sentence: 5,the,O
Sentence: 5,Netherlands,O
Sentence: 5,(,O
Sentence: 5,hereinafter,O
Sentence: 5,referred,O
Sentence: 5,to,O
Sentence: 5,as,O
Sentence: 5,“,O
Sentence: 5,Philips,O
Sentence: 5,”,O
Sentence: 5,),O
Sentence: 5,Customer,O
Sentence: 5,and,O
Sentence: 5,Philips,O
Sentence: 5,hereinafter,O
Sentence: 5,also,O
Sentence: 5,collectively,O
Sentence: 5,referred,O
Sentence: 5,to,O
Sentence: 5,as,O
Sentence: 5,the,O
Sentence: 5,“,O
Sentence: 5,Parties,O
Sentence: 5,”,O
Sentence: 5,and,O
Sentence: 5,individually,O
Sentence: 5,as,O
Sentence: 5,a,O
Sentence: 5,“,O
Sentence: 5,Party,O
Sentence: 5,”,O
Sentence: 5,.,O
Sentence: 5,WHEREAS,O
Sentence: 5,:,O
Sentence: 5,A.,O
Sentence: 5,Pursuant,O
Sentence: 5,to,O
Sentence: 5,the,O
Sentence: 5,Asset,O
Sentence: 5,and,O
Sentence: 5,Share,O
Sentence: 5,Purchase,O
Sentence: 5,Agreement,O
Sentence: 5,(,O
Sentence: 5,the,O
Sentence: 5,“,O
Sentence: 5,Purchase,O
Sentence: 5,Agreement,O
Sentence: 5,”,O
Sentence: 5,),O
Sentence: 5,entered,O
Sentence: 5,into,O
Sentence: 5,on,O
Sentence: 5,June,O
Sentence: 5,30,O
Sentence: 5,",",O
Sentence: 5,2017,O
Sentence: 5,by,O
Sentence: 5,Customer,O
Sentence: 5,",",O
Sentence: 5,Koninklijke,O
Sentence: 5,Philips,O
Sentence: 5,NV,O
Sentence: 5,(,O
Sentence: 5,“,O
Sentence: 5,Philips,O
Sentence: 5,NV,O
Sentence: 5,”,O
Sentence: 5,),O
Sentence: 5,N.V.,O
Sentence: 5,and,O
Sentence: 5,Customer,O
Sentence: 5,agreed,O
Sentence: 5,to,O
Sentence: 5,execute,O
Sentence: 5,and,O
Sentence: 5,deliver,O
Sentence: 5,(,O
Sentence: 5,or,O
Sentence: 5,cause,O
Sentence: 5,to,O
Sentence: 5,be,O
Sentence: 5,executed,O
Sentence: 5,and,O
Sentence: 5,delivered,O
Sentence: 5,),O
Sentence: 5,certain,O
Sentence: 5,ancillary,O
Sentence: 5,agreements,O
Sentence: 5,o,O
Sentence: 6,Exhibit,O
Sentence: 6,10.2,O
Sentence: 6,INTELLECTUAL,B-DOC_NAME
Sentence: 6,PROPERTY,I-DOC_NAME
Sentence: 6,AGREEMENT,I-DOC_NAME
Sentence: 6,This,O
Sentence: 6,Intellectual,B-DOC_NAME
Sentence: 6,Property,I-DOC_NAME
Sentence: 6,Agreement,I-DOC_NAME
Sentence: 6,(,O
Sentence: 6,this,O
Sentence: 6,“,O
Sentence: 6,Agreement,O
Sentence: 6,”,O
Sentence: 6,),O
Sentence: 6,is,O
Sentence: 6,entered,O
Sentence: 6,into,O
Sentence: 6,on,O
Sentence: 6,May,B-AGMT_DATE
Sentence: 6,12,I-AGMT_DATE
Sentence: 6,",",I-AGMT_DATE
Sentence: 6,2020,I-AGMT_DATE
Sentence: 6,(,O
Sentence: 6,“,O
Sentence: 6,Effective,O
Sentence: 6,Date,O
Sentence: 6,”,O
Sentence: 6,),O
Sentence: 6,",",O
Sentence: 6,concerning,O
Sentence: 6,the,O
Sentence: 6,pursuits,O
Sentence: 6,set,O
Sentence: 6,forth,O
Sentence: 6,herein,O
Sentence: 6,for,O
Sentence: 6,the,O
Sentence: 6,collective,O
Sentence: 6,development,O
Sentence: 6,",",O
Sentence: 6,implementation,O
Sentence: 6,and,O
Sentence: 6,commercialization,O
Sentence: 6,of,O
Sentence: 6,a,O
Sentence: 6,potential,O
Sentence: 6,treatment,O
Sentence: 6,for,O
Sentence: 6,the,O
Sentence: 6,COVID-19,O
Sentence: 6,virus,O
Sentence: 6,and,O
Sentence: 6,its,O
Sentence: 6,effects,O
Sentence: 6,on,O
Sentence: 6,the,O
Sentence: 6,human,O
Sentence: 6,body,O
Sentence: 6,(,O
Sentence: 6,collectively,O
Sentence: 6,referred,O
Sentence: 6,to,O
Sentence: 6,herein,O
Sentence: 6,as,O
Sentence: 6,the,O
Sentence: 6,“,O
Sentence: 6,Joint,O
Sentence: 6,Venture,O
Sentence: 6,”,O
Sentence: 6,),O
Sentence: 6,by,O
Sentence: 6,and,O
Sentence: 6,between,O
Sentence: 6,:,O
Sentence: 6,Marv,B-PARTY
Sentence: 6,Enterprises,I-PARTY
Sentence: 6,",",I-PARTY
Sentence: 6,LLC,I-PARTY
Sentence: 6,",",O
Sentence: 6,a,O
Sentence: 6,Limited,O
Sentence: 6,Liability,O
Sentence: 6,Company,O
Sentence: 6,organized,O
Sentence: 6,under,O
Sentence: 6,the,O
Sentence: 6,laws,O
Sentence: 6,of,O
Sentence: 6,the,O
Sentence: 6,Commonwealth,O
Sentence: 6,of,O
Sentence: 6,Pennsylvania,O
Sentence: 6,(,O
Sentence: 6,“,O
Sentence: 6,Marv,O
Sentence: 6,”,O
Sentence: 6,),O
Sentence: 6,",",O
Sentence: 6,Premier,B-PARTY
Sentence: 6,Biomedical,I-PARTY
Sentence: 6,",",I-PARTY
Sentence: 6,Inc.,I-PARTY
Sentence: 6,(,O
Sentence: 6,OTC,O
Sentence: 6,Pink,O
Sentence: 6,:,O
Sentence: 6,BIEI,O
Sentence: 6,),O
Sentence: 6,",",O
Sentence: 6,a,O
Sentence: 6,Nevada,O
Sentence: 6,corporation,O
Sentence: 6,(,O
Sentence: 6,“,O
